Title,Date,Category,Link,Agency
Houston Doctor Indicted for Her Alleged Role in $158 Million Medicare Fraud Scheme,"December 17, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-doctor-indicted-for-her-alleged-role-in-158-million-medicare-fraud-scheme/,U.S. Department of Justice
A.G. Schneiderman Announces Settlement With North Country Medicaid Provider,"December 17, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-north-country-medicaid-provider/,New York Attorney General
"Total Care Services to Pay $187,500 to Resolve False Claims Allegations Company, a D.C. Medicaid Provider, Was Accused of Billing for Services without Proper Documentation","January 6, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/total-care-services-to-pay-187500-to-resolve-false-claims-allegations-company-a-dc-medicaid-provider-was-accused-of-billing-for-services-without-proper-documentation/,U.S. Attorney
Home Health Care Company Pays $500K in Fraud Settlement,"January 6, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/home-health-care-company-pays-500k-in-fraud-settlement/,Maryland Attorney General
AG Gansler Secures Settlement from Baltimore County Dentist - Owner of Baltimore city practice must repay $25K to Medicaid program,"January 3, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-gansler-secures-settlement-from-baltimore-county-dentist-owner-of-baltimore-city-practice-must-repay-25k-to-medicaid-program/,Maryland Attorney General
State Comptroller's Office Seeks to Bar Three New Jersey Health Care Facilities from the Medicaid Program,"January 2, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/state-comptrollers-office-seeks-to-bar-three-new-jersey-health-care-facilities-from-the-medicaid-program/,New Jersey Office of State Comptroller
Oklahoma City Counselor Sentenced to Prison for Medicaid Fraud,"January 2, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-counselor-sentenced-to-prison-for-medicaid-fraud/,Oklahoma Attorney General
Colorado Health Care Organization and One of Its Montana Hospitals to Pay $3.85 Million for Allegedly Providing Financial Benefits to Referring Physicians and Physician Groups,"December 31, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-health-care-organization-and-one-of-its-montana-hospitals-to-pay-385-million-for-allegedly-providing-financial-benefits-to-referring-physicians-and-physician-groups/,U.S. Department of Justice
Abbott Laboratories Pays U.S. $5.475 Million to Settle Claims That Company Paid Kickbacks to Physicians,"December 27, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/abbott-laboratories-pays-us-5475-million-to-settle-claims-that-company-paid-kickbacks-to-physicians/,U.S. Department of Justice
Rural/Metro to Pay $2.8 Million to Resolve False Claims Allegations,"December 26, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ruralmetro-to-pay-28-million-to-resolve-false-claims-allegations/,U.S. Attorney
Anesthesiologist Pleads Guilty To Unlawfully Distributing Oxycodone,"December 24, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/anesthesiologist-pleads-guilty-to-unlawfully-distributing-oxycodone/,U.S. Attorney
Caregiver Charged With Medicaid Fraud,"December 24, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caregiver-charged-with-medicaid-fraud/,Vermont Attorney General
Two Miami Women Sentenced to Ten Years in Prison for Conspiring to Pay Healthcare Kickbacks,"December 23, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-miami-women-sentenced-to-ten-years-in-prison-for-conspiring-to-pay-healthcare-kickbacks/,U.S. Attorney
Local Doctor Pleads Guilty in Misbranding Drugs Case,"December 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-doctor-pleads-guilty-in-misbranding-drugs-case/,U.S. Attorney
Pair Sentenced On Health Care Related False Statement Charges,"December 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pair-sentenced-on-health-care-related-false-statement-charges/,U.S. Attorney
"Genzyme Corp. to Pay $22.28 Million to Resolve False Claims Allegations Related to ""Slurry"" Used in Patients","December 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genzyme-corp-to-pay-2228-million-to-resolve-false-claims-allegations-related-to-slurry-used-in-patients/,U.S. Department of Justice
Justice Department Recovers $3.8 Billion from False Claims Act Cases in Fiscal Year 2013,"December 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-recovers-38-billion-from-false-claims-act-cases-in-fiscal-year-2013/,U.S. Department of Justice
Attorney General Bondi's Medicaid Fraud Control Unit Announces Arrest of Gainesville Woman,"January 14, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-medicaid-fraud-control-unit-announces-arrest-of-gainesville-woman/,Florida Attorney General
A.G. Schneiderman Announces Guilty Plea Of Nurse Who Abused Elderly Patient,"January 14, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-guilty-plea-of-nurse-who-abused-elderly-patient/,New York Attorney General
San Fernando Valley Woman Pleads Guilty to Federal Charges in $25 Million Health Care Fraud Case,"January 13, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-fernando-valley-woman-pleads-guilty-to-federal-charges-in-25-million-health-care-fraud-case/,U.S. Attorney
United States Settles Action against New York City Department of Education for Submitting False Claims to Medicaid for Psychological Services to Special Education Students,"January 13, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-action-against-new-york-city-department-of-education-for-submitting-false-claims-to-medicaid-for-psychological-services-to-special-education-students/,U.S. Attorney
Government Intervenes In Lawsuits against Health Management Associates Inc. Hospital Chain Alleging Unnecessary Inpatient Admissions and Payment of Kickbacks,"January 13, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/government-intervenes-in-lawsuits-against-health-management-associates-inc-hospital-chain-alleging-unnecessary-inpatient-admissions-and-payment-of-kickbacks/,U.S. Department of Justice
A.G. Schneiderman Announces Settlement With Health Insurer Over Excessive Copays For Customers In Rochester Area,"January 12, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-health-insurer-over-excessive-copays-for-customers-in-rochester-area/,New York Attorney General
Hardin Co. Woman Charged 2nd Time with TennCare Fraud,"January 12, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hardin-co-woman-charged-2nd-time-with-tenncare-fraud/,Tennessee Department of Finance and Administration
Centreville Woman Sentenced For Health Care Fraud,"January 10, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/centreville-woman-sentenced-for-health-care-fraud/,U.S. Attorney
McAllen Area Ambulance Company Owner Charged with Multiple Health Care Fraud Allegations,"January 10, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mcallen-area-ambulance-company-owner-charged-with-multiple-health-care-fraud-allegations/,U.S. Attorney
Former HealthEssentials Solutions Inc. Executives To Pay More Than $1 Million To Resolve Allegations Of Submitting False Claims To Federal Health Care Program,"January 10, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-healthessentials-solutions-inc-executives-to-pay-more-than-1-million-to-resolve-allegations-of-submitting-false-claims-to-federal-health-care-program/,U.S. Department of Justice
Attorney General Bondi's Office Announces Medicaid Fraud Conviction,"January 10, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-announces-medicaid-fraud-conviction/,Florida Attorney General
Attorney General Pam Bondi's Office Arrests Two Marion County Residents for Battery of Person 65 Years or Older,"January 10, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-pam-bondis-office-arrests-two-marion-county-residents-for-battery-of-person-65-years-or-older/,Florida Attorney General
Caldwell Couple Sentenced in Medicaid Fraud,"January 10, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caldwell-couple-sentenced-in-medicaid-fraud/,Idaho Attorney General
Schuette Announces Felony Charges Against 11 In-Home Care Workers for Medicaid Abuse,"January 10, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/schuette-announces-felony-charges-against-11-in-home-care-workers-for-medicaid-abuse/,Michigan Attorney General
A.G. Schneiderman Announces $40m Settlement Resolving Fraud Allegations Against Health Care Giant Carefusion,"January 10, 2014",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-40m-settlement-resolving-fraud-allegations-against-health-care-giant-carefusion/,New York Attorney General
Brotherly Love Ambulance EMT Charged In Health Care Fraud Scheme,"January 9, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brotherly-love-ambulance-emt-charged-in-health-care-fraud-scheme/,U.S. Attorney
"Pharmacist Charged With Paying More Than $50,000 in Kickbacks to Doctor for Prescription Referrals","January 9, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-charged-with-paying-more-than-50000-in-kickbacks-to-doctor-for-prescription-referrals/,U.S. Attorney
Southern California Doctor Sentenced to over 3 Years in Prison for Medicare Fraud Scheme,"January 9, 2014",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southern-california-doctor-sentenced-to-over-3-years-in-prison-for-medicare-fraud-scheme/,U.S. Attorney
"Attorney General Bondi's Office Announces Arrest of Lake County Couple for Nearly $80,000 Medicaid Fraud","December 11, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-announces-arrest-of-lake-county-couple-for-nearly-80000-medicaid-fraud/,Florida Office of the Attorney General
Blount County Woman Charged With TennCare Fraud,"December 11, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/blount-county-woman-charged-with-tenncare-fraud/,Tennessee Department of Finance & Administration
Wanblee Man Pleads Not Guilty To Making False Statements to Obtain Controlled Substances,"December 10, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wanblee-man-pleads-not-guilty-to-making-false-statements-to-obtain-controlled-substances/,U.S. Attorney
Former Doctor Sentenced To Home Detention for Health Care Fraud Convictions,"December 9, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-doctor-sentenced-to-home-detention-for-health-care-fraud-convictions/,U.S. Attorney
Government Intervenes in False Claims Lawsuit against IPC the Hospitalist Co. Inc. Alleging Overbilling of Physician Services,"December 9, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/government-intervenes-in-false-claims-lawsuit-against-ipc-the-hospitalist-co-inc-alleging-overbilling-of-physician-services/,U.S. Department of Justice
"Operators of Middlesex County Medical Supply Store Sentenced to State Prison for Defrauding Medicaid Out of More Than $150,000","December 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/operators-of-middlesex-county-medical-supply-store-sentenced-to-state-prison-for-defrauding-medicaid-out-of-more-than-150000/,New Jersey Attorney General
Meigs County Woman Charged With TennCare Drug Fraud,"December 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/meigs-county-woman-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Adminstration
Attorney General J.B. Van Hollen announced today that a Beloit woman has been convicted of Medicaid fraud.,"December 6, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jb-van-hollen-announced-today-that-a-beloit-woman-has-been-convicted-of-medicaid-fraud/,Wisconsin Attorney General
Man Pleads Guilty To Non Payment of Child Support Obligation,"December 5, 2013",Child Support,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-non-payment-of-child-support-obligation/,U.S. Attorney
Former Pharmacist Ordered to Pay More than $2 Million,"December 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pharmacist-ordered-to-pay-more-than-2-million/,U.S. Attorney
Manhattan U.S. Attorney and FBI Assistant Director-In-Charge Announce Health Care Fraud Charges Against Current and Former Russian Diplomats and Their Spouses,"December 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-and-fbi-assistant-director-in-charge-announce-health-care-fraud-charges-against-current-and-former-russian-diplomats-and-their-spouses/,U.S. Attorney
New Jersey Gastroenterologist Admits Taking Cash Kickbacks for Patient Referrals,"December 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-gastroenterologist-admits-taking-cash-kickbacks-for-patient-referrals/,U.S. Attorney
"Owner of DTS Medical Supply Company in Devine, TX, And Two Employees Charged In Connection With $3.5 Million Health Care Fraud Scheme","December 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-dts-medical-supply-company-in-devine-tx-and-two-employees-charged-in-connection-with-35-million-health-care-fraud-scheme/,U.S. Attorney
20 Detroit-area Residents Charged in Medicare Fraud Strike Force Takedown for Approximately $34 Million in False Billing,"December 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/20-detroit-area-residents-charged-in-medicare-fraud-strike-force-takedown-for-approximately-34-million-in-false-billing/,U.S. Department of Justice
"A.G. Schneiderman, State Comptroller DiNapoli & DOI Commissioner Gill Hearn Announce Arrest of Not-For-Profit Executive in Six-Year Theft Scheme","December 5, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-state-comptroller-dinapoli-doi-commissioner-gill-hearn-announce-arrest-of-not-for-profit-executive-in-six-year-theft-scheme/,New York Attorney General
"Louisville Physician Charged With Multiple Counts of Unlawful Distribution of Controlled Substances, Healthcare Fraud and Money Laundering","December 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/louisville-physician-charged-with-multiple-counts-of-unlawful-distribution-of-controlled-substances-healthcare-fraud-and-money-laundering/,U.S. Attorney
Three Defendants Convicted In $3.2M Medicare Fraud Scheme,"December 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-defendants-convicted-in-32m-medicare-fraud-scheme/,U.S. Attorney
Miami Home Health Company Owner and Recruiter Sentenced for Role in $48 Million Health Care Fraud Scheme,"December 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-home-health-company-owner-and-recruiter-sentenced-for-role-in-48-million-health-care-fraud-scheme/,U.S. Department of Justice
Rosebud Woman Charged With Acquiring Controlled Substances by Fraud and Theft In Connection With Healthcare,"December 16, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rosebud-woman-charged-with-acquiring-controlled-substances-by-fraud-and-theft-in-connection-with-healthcare/,U.S. Attorney
Attorney General Tom Horne Announces Conviction of Woman Who Faked Leukemia,"December 16, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tom-horne-announces-conviction-of-woman-who-faked-leukemia/,Arizona Attorney General
"Manhattan U.S. Attorney, FBI, and IRS Announce Charges against Pharmacy Owner In Multimillion-Dollar Medicare/Medicaid Fraud Scheme","December 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-fbi-and-irs-announce-charges-against-pharmacy-owner-in-multimillion-dollar-medicaremedicaid-fraud-scheme/,U.S. Attorney
"Owner Of Bluegrass Women's Healthcare In Elizabethtown Ordered To Pay Victims $50,663.31 For Misbranding","December 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-bluegrass-womens-healthcare-in-elizabethtown-ordered-to-pay-victims-5066331-for-misbranding/,U.S. Attorney
Medicaid Fraud Control Unit Arrests Man Impersonating Mental Health Professional,"December 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-control-unit-arrests-man-impersonating-mental-health-professional/,Louisiana Attorney General
Three In Dyer County Charged With TennCare Fraud,"December 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-in-dyer-county-charged-with-tenncare-fraud/,Tennessee Department of Finance & Administration
Doctor Pleads Guilty to Tax Offense Related to Health Care Fraud Scheme involving People Recruited from 'Skid Row',"December 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-tax-offense-related-to-health-care-fraud-scheme-involving-people-recruited-from-skid-row/,U.S. Attorney
Loxahatchee Pair Plead Guilty to Government Benefit Fraud Charges,"December 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/loxahatchee-pair-plead-guilty-to-government-benefit-fraud-charges/,U.S. Attorney
Therapist Pleads Guilty in Miami for His Role in $63 Million Health Care Fraud Scheme,"December 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/therapist-pleads-guilty-in-miami-for-his-role-in-63-million-health-care-fraud-scheme/,U.S. Department of Justice
Two Patient Recruiters for Miami Home Health Companies Sentenced for Roles in $48 Million Health Care Fraud Scheme,"December 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-patient-recruiters-for-miami-home-health-companies-sentenced-for-roles-in-48-million-health-care-fraud-scheme/,U.S. Department of Justice
Baton Rouge Optometrist Indicted on Medicaid Fraud Charges,"December 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/baton-rouge-optometrist-indicted-on-medicaid-fraud-charges/,Louisiana Attorney General
Cannon Co. Woman Arrested After Months On The Run From TennCare Fraud Charges,"December 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/cannon-co-woman-arrested-after-months-on-the-run-from-tenncare-fraud-charges/,Tennessee Department of Finance & Administration
King County woman enters guilty plea in Medicaid Fraud case ; Billed Medicaid for four months after client's death,"December 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/king-county-woman-enters-guilty-plea-in-medicaid-fraud-case-billed-medicaid-for-four-months-after-clients-death/,Washington State Office of the Attorney General
Three Patient Recruiters for Miami Home Health Company Plead Guilty for Roles in $48 Million Fraud Scheme,"December 3, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-patient-recruiters-for-miami-home-health-company-plead-guilty-for-roles-in-48-million-fraud-scheme/,U.S. Department of Justice
DeKalb Co. Man Charged With TennCare Drug Fraud,"December 3, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dekalb-co-man-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
Warren Co. Woman Charged With TennCare Drug Fraud,"December 3, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/warren-co-woman-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
Warren Co. Woman Charged With TennCare Drug Fraud,"December 3, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/warren-co-woman-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
Warren Co. Woman Charged With TennCare Drug Fraud,"June 10, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/warren-co-woman-charged-with-tenncare-drug-fraud-2/,Tennessee Department of Finance & Administration
Warren Co. Woman Charged With TennCare Drug Fraud,"June 10, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/warren-co-woman-charged-with-tenncare-drug-fraud-2/,Tennessee Department of Finance & Administration
Former Employee of Exeter Hospital Sentenced to 39 Years in Connection with Widespread Hepatitis C Outbreak,"December 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-employee-of-exeter-hospital-sentenced-to-39-years-in-connection-with-widespread-hepatitis-c-outbreak/,U.S. Attorney
Lymphedema & Wound Care Institute Settle False Claims Act Allegations,"December 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lymphedema-wound-care-institute-settle-false-claims-act-allegations/,U.S. Attorney
CVS' Caremark Will Pay $4.25 Million for Allegedly Denying Medicaid Claims for Reimbursement of Prescription Drug Costs,"December 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cvs-caremark-will-pay-425-million-for-allegedly-denying-medicaid-claims-for-reimbursement-of-prescription-drug-costs/,U.S. Department of Justice
Health Care Clinic Owners Sentenced for Role in $8 Million Health Care Fraud Scheme,"December 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-clinic-owners-sentenced-for-role-in-8-million-health-care-fraud-scheme/,U.S. Department of Justice
Owner of Jackson Eye Clinic Arrested for Medicaid Fraud,"November 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-jackson-eye-clinic-arrested-for-medicaid-fraud/,Mississippi Attorney General
Former Health Management Associates Executive Indicted for Obstruction-Related Offense,"November 26, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-health-management-associates-executive-indicted-for-obstruction-related-offense/,U.S. Attorney
"Two Brockton Residents Plead Guilty to Defrauding $107,000 From State's Medicaid Program","November 26, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-brockton-residents-plead-guilty-to-defrauding-107000-from-states-medicaid-program/,Massachusetts Attorney General
"Mother and son plead guilty to stealing $17,696 from state healthcare programs","November 26, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/mother-and-son-plead-guilty-to-stealing-17696-from-state-healthcare-programs/,Washington Attorney General
$1.2 Million Settlement Of Civil Health Care Fraud Case,"November 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/12-million-settlement-of-civil-health-care-fraud-case/,U.S. Attorney
Former Durable Medical Equipment Company Owner Sentenced for Defrauding Medicare,"November 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-durable-medical-equipment-company-owner-sentenced-for-defrauding-medicare/,U.S. Attorney
Metro Atlanta Dentist Pleads Guilty to Fraudulently Billing Georgia Medicaid over $2 Million,"November 25, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/metro-atlanta-dentist-pleads-guilty-to-fraudulently-billing-georgia-medicaid-over-2-million/,Georgia Attorney General
Charlotte Jury Finds Former Owner of Mental Health Clinic Guilty Of Defrauding Medicaid Using Stolen Identities of Children and Clinicians,"November 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-jury-finds-former-owner-of-mental-health-clinic-guilty-of-defrauding-medicaid-using-stolen-identities-of-children-and-clinicians/,U.S. Attorney
"Prominent Nashville, Tennessee Pediatrician and Former Owner of Centennial Pediatrics Pleads Guilty To Health Care Fraud","November 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/prominent-nashville-tennessee-pediatrician-and-former-owner-of-centennial-pediatrics-pleads-guilty-to-health-care-fraud/,U.S. Attorney
Davidson Co. Woman To Repay State After Pleading Guilty To TennCare Fraud,"November 5, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-co-woman-to-repay-state-after-pleading-guilty-to-tenncare-fraud/,Tennessee Department of Finance & Administration
Knox Co. Woman Charged In Dickson Co. With TennCare Drug Fraud,"November 5, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/knox-co-woman-charged-in-dickson-co-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
Attorney General J.B. Van Hollen Announces Settlement with McKesson and First Databank,"November 5, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jb-van-hollen-announces-settlement-with-mckesson-and-first-databank/,Wisconsin Attorney General
Pharmacist Sentenced For Distributing Misbranded Drug for Kidney Dialysis Patients,"November 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-sentenced-for-distributing-misbranded-drug-for-kidney-dialysis-patients/,U.S. Attorney
Ramsey Man Pleads Guilty To Health Care Fraud,"November 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ramsey-man-pleads-guilty-to-health-care-fraud/,U.S. Attorney
Two Plead Guilty In Connection With Sunshine Pharmacy Health Care Fraud Scheme,"November 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-plead-guilty-in-connection-with-sunshine-pharmacy-health-care-fraud-scheme/,U.S. Attorney
Woman Convicted at Trial For Role in Nearly $3 Million Health Care Fraud Scheme Involving the Operation of Euless Healthcare Corp. is Sentenced to 72 Months in Federal Prison,"November 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-convicted-at-trial-for-role-in-nearly-3-million-health-care-fraud-scheme-involving-the-operation-of-euless-healthcare-corp-is-sentenced-to-72-months-in-federal-prison/,U.S. Attorney
Johnson & Johnson to Pay More Than $2.2 Billion to Resolve Criminal and Civil Investigations Allegations Include Off-label Marketing and Kickbacks to Doctors and Pharmacists,"November 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/johnson-johnson-to-pay-more-than-22-billion-to-resolve-criminal-and-civil-investigations-allegations-include-off-label-marketing-and-kickbacks-to-doctors-and-pharmacists/,U.S. Department of Justice
Plainville Woman Charged with Scheming to Defraud Medicaid,"November 4, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/plainville-woman-charged-with-scheming-to-defraud-medicaid/,Connecticut State Attorney's Office
"Attorney General Masto Announces Sentencing of Williams, a Las Vegas Behavior Health Worker","November 4, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-masto-announces-sentencing-of-williams-a-las-vegas-behavior-health-worker/,Nevada Attorney General
A.G. Schneiderman Announces Arrest of Doctor for Writing Prescriptions In Exchange For Cash and Sexually Explicit Photos,"November 4, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-doctor-for-writing-prescriptions-in-exchange-for-cash-and-sexually-explicit-photos/,New York Attorney General
Dutchess County Orthopedic Surgeon Pleads Guilty To Multimillion Dollar Health Care Fraud Scheme,"November 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dutchess-county-orthopedic-surgeon-pleads-guilty-to-multimillion-dollar-health-care-fraud-scheme/,U.S. Attorney
Owner and Marketer of Louisiana Medical Equipment Supply Company Indicted for Roles in $3 Million Medicare Fraud Scheme,"November 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-and-marketer-of-louisiana-medical-equipment-supply-company-indicted-for-roles-in-3-million-medicare-fraud-scheme/,U.S. Department of Justice
Carroll Co. Woman Sentenced To Prison For TennCare Fraud,"November 1, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carroll-co-woman-sentenced-to-prison-for-tenncare-fraud/,Tennessee Department of Finance & Administration
Jackson Co. Woman Charged 2nd Time With TennCare Fraud,"November 1, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jackson-co-woman-charged-2nd-time-with-tenncare-fraud/,Tennessee Department of Finance & Administration
Owner of Texas-based Ambulance Service Convicted of Health Care Fraud,"October 31, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-texas-based-ambulance-service-convicted-of-health-care-fraud/,U.S. Department of Justice
Baltimore County Caregiver Convicted of Abuse of a Vulnerable Adult,"October 31, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/baltimore-county-caregiver-convicted-of-abuse-of-a-vulnerable-adult/,Maryland Attorney General
"Raleigh woman pleads guilty to defrauding Medicaid of nearly $500,000","October 31, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/raleigh-woman-pleads-guilty-to-defrauding-medicaid-of-nearly-500000/,North Carolina Attorney General
"Oklahoma City Psychiatrist to Serve 30 Months in Federal Prison and Pay $20,000 Fine for HealthCare Fraud","October 30, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-psychiatrist-to-serve-30-months-in-federal-prison-and-pay-20000-fine-for-healthcare-fraud/,U.S. Attorney
